Product Id,Product Handle,Product Title,Product Status,Product Thumbnail,Product Sales Channel 1,Variant Id
prod_01KJF7G2D8ZQ9RJBJM45N2PPB7,pod,Urban style 100% cotton unisex tee,published,http://localhost:9000/static/1772185192851--original-imahjzbhmt2jszcz.webp,sc_01KJEX6819KETE2JZTFXERMZVJ,variant_01KJF7G2J9BQAEWEKKKEWEZDQN
